,Algorithm,Descriptor,Group,R2,RMSE,MSE,RPD,MAE,Explained Var
148,Ada,"('_seq_order_coupling_number', '_quasi_seq_order')","Quasi-Sequence-Order,Quasi-Sequence-Order",0.7266448084950253,2.845862156373613,8.098931413079473,1.9126536642943432,2.3924604488535715,0.750829069856976
149,RF,"('_tripeptide_composition', '_distribution')","Composition,CTD",0.7261364233988483,3.515410773389137,12.358112905660409,1.910877567762325,2.8248301886792486,0.7278803792347388
150,Ada,"('_quasi_seq_order', '_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.7260743465470847,3.0957274412705047,9.583528390635227,1.9106610345839852,2.5762007093785955,0.726080344903516
151,PLS,"('_dipeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.7257618814359756,2.775829262900112,7.705228096772579,1.9095722270337092,2.2124267594794245,0.727526116258502
152,PLS,"('_geary_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.7254162903231869,3.1156824995782797,9.707477438178358,1.9083701546860348,2.5232528179996003,0.7284687822484857
153,PLS,"('_dipeptide_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.7251339753671191,2.7062565117642152,7.323824307466217,1.9073898591971872,2.192700733967448,0.7271043920696977
154,SVR,"('_aa_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.724359240694014,3.0837000235055094,9.509205834967883,1.9047074531727624,2.3709522649834884,0.7306515775098648
155,SVR,"('_dipeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.7242359226621179,3.289731782326059,10.822335199646187,1.904281525615516,2.504148636875944,0.7243926436850865
156,SVR,"('_tripeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.7239288354065903,3.3449219527867617,11.188502870234798,1.9032221188884,2.695812571340102,0.7325500885144636
157,PLS,"('_moran_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.7233830827759267,2.7183197193705233,7.389262096718638,1.9013437064690155,2.1569467260515114,0.7634804296697025
158,Bag,"('_moran_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.7227900644605881,2.799348643914988,7.836352830188679,1.8993089033147192,2.1469811320754717,0.7570393642044634
159,RF,"('_tripeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.7223366913037301,3.2554533521925757,10.597976528301873,1.897757658630285,2.5279622641509407,0.7278478416298593
160,SVR,"('_tripeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.7218739872884845,2.9087728774868036,8.460959652802861,1.8961784003712288,2.1434209631407843,0.7331725311774517
161,RF,"('_conjoint_triad', '_seq_order_coupling_number')","Conjoint Triad,Quasi-Sequence-Order",0.7218586685351711,3.1479696990941832,9.90971322641512,1.8961261832322716,2.4006981132075524,0.7218607189848114
162,PLS,"('_normalized_moreaubroto_autocorrelation', '_ctd')","Autocorrelation,CTD",0.7204191651299385,3.3594883153594823,11.28616174103689,1.8912385045869196,2.7175475211758013,0.7204423358999044
163,RF,"('_dipeptide_composition', '_ctd')","Composition,CTD",0.7200572161393457,3.1763475523917237,10.089183773584892,1.8900154809641367,2.5117358490566,0.7230505782777454
164,PLS,"('_tripeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.7199349008741542,3.1342900931491964,9.823774388013195,1.8896027144465095,2.5062476581145554,0.7261997051641316
165,RF,"('_tripeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.7196255785415897,3.8017360011765056,14.453196622641528,1.8885600772184024,3.1028867924528334,0.7247022363226148
166,Bag,"('_distribution', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.7194207790236765,2.9563727137560827,8.740139622641506,1.8878707054316937,2.3792452830188666,0.7205454066292943
167,KNN,"('_dipeptide_composition', '_ctd')","Composition,CTD",0.7192227709712857,2.9966887386290924,8.98014339622642,1.8872049115374687,2.39811320754717,0.7192415820446636
168,Ada,"('_dipeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.7188451033169917,3.179933266050333,10.111975576533537,1.885936970322189,2.5264494052757027,0.719602013376925
169,Ada,"('_moran_autocorrelation', '_ctd')","Autocorrelation,CTD",0.718613788479307,3.1184617420007155,9.724803636322138,1.885161639340205,2.502229859598739,0.7192068725057503
170,Ada,"('_moran_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.718470543203442,3.1636960238605614,10.008972531391123,1.8846819828581016,2.5453087467145235,0.7190369975398994
171,Bag,"('_dipeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.7182730788174629,2.864639000602622,8.206156603773591,1.8840213736344984,2.1205660377358493,0.7201071195919857
172,SVR,"('_transition', '_conjoint_triad')","CTD,Conjoint Triad",0.7182675329859541,3.2373783029991303,10.48061827672953,1.8840028303039635,2.6093807277619856,0.7245901761914879
173,RF,"('_moran_autocorrelation', '_composition')","Autocorrelation,CTD",0.7168359792377093,2.878770354633549,8.287318754716969,1.879234447779913,2.266339622641508,0.7168369193113592
174,Ada,"('_distribution', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.7167684891304547,3.5232639390795883,12.413388784418617,1.8790105367991292,2.692184530158287,0.7494881578253622
175,RF,"('_aa_composition', '_distribution')","Composition,CTD",0.71665212835961,3.1744968045761466,10.077429962264164,1.878624676187144,2.5504528301886804,0.7270950849267842
176,PLS,"('_geary_autocorrelation', '_transition')","Autocorrelation,CTD",0.7152127822654191,2.8781669103729914,8.283844763966012,1.8738712740850656,2.285253688891857,0.7154356379281259
177,PLS,"('_aa_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.7150976540721851,3.2247113365625744,10.398763204155184,1.8734926229153976,2.63112374240296,0.7232195611039399
178,Ada,"('_normalized_moreaubroto_autocorrelation', '_moran_autocorrelation')","Autocorrelation,Autocorrelation",0.7145656151401003,3.1409873013596235,9.865801227302411,1.871745748700946,2.5157529762104534,0.7401105123579984
179,Ada,"('_dipeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.7143409957391741,2.9454463375782174,8.675654127552935,1.871009708381524,2.276402868575234,0.7350486614057791
180,KNN,"('_composition', '_transition')","CTD,CTD",0.7141364169065109,3.098484108977308,9.600603773584904,1.8703400926774918,2.5011320754716984,0.7142707578962009
181,RF,"('_geary_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.7134420413571623,3.0482494852830344,9.291824924528283,1.868072652365407,2.3215660377358467,0.7237781093461155
182,Bag,"('_ctd', '_conjoint_triad')","CTD,Conjoint Triad",0.7134192636367458,3.1847816192423863,10.142833962264152,1.8679984127590497,2.438490566037736,0.7216582768192972
183,RF,"('_ctd', '_conjoint_triad')","CTD,Conjoint Triad",0.7126156054217186,3.28728342281082,10.806232301886816,1.8653846952060251,2.717056603773588,0.7132373843611004
184,SVR,"('_dipeptide_composition', '_transition')","Composition,CTD",0.7113941604756502,3.655527299424422,13.362879836837205,1.8614331456269384,2.835308943297063,0.713400939964572
185,PLS,"('_transition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.7112174864024574,3.2948122953080614,10.855788061313175,1.8608636560023084,2.789817936474745,0.7116146632507965
186,PLS,"('_aa_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.7109472040805779,3.087848658246462,9.534809336234476,1.8599934409652599,2.396313671763845,0.7117838213852424
187,PLS,"('_tripeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.7106104727095746,2.9792077460349056,8.875678794034384,1.8589109891431623,2.394195530936777,0.7127220797593055
188,Bag,"('_moran_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.7090792497148733,3.746858810176363,14.038950943396227,1.8540124685658648,2.86377358490566,0.7091696197376982
189,RF,"('_moran_autocorrelation', '_distribution')","Autocorrelation,CTD",0.7089145636091667,2.87314591240373,8.254967433962262,1.853487926191473,2.3341132075471704,0.7095286148732959
190,RF,"('_composition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.7087240367176764,3.202155438580429,10.25379945283022,1.8528816333549396,2.6137924528301952,0.7195646029836164
191,Bag,"('_normalized_moreaubroto_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.7087139092818885,3.0542339928399183,9.328345283018868,1.8528494225775116,2.0749056603773584,0.7257348316435324
192,Ada,"('_geary_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.7082036266865775,2.9543495263408373,8.72818112379033,1.8512286167450271,2.373198708527128,0.7082090930652758
193,KNN,"('_aa_composition', '_tripeptide_composition')","Composition,Composition",0.7081121928081109,3.4749062699453726,12.074973584905658,1.850938645280251,2.892830188679245,0.7097892538172446
194,Bag,"('_moran_autocorrelation', '_ctd')","Autocorrelation,CTD",0.7081033902138297,3.104803035104232,9.63980188679245,1.850910736109289,2.4801886792452823,0.7192178872484247
195,PLS,"('_pseudo_aa_composition', '_amp_pseudo_aa_composition')","Pseudo Composition,Pseudo Composition",0.7074540151929454,3.521475242658316,12.400787884655447,1.8488553277349569,2.7856155274955654,0.7216052333330356
196,SVR,"('_tripeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.7071835248580374,3.469682019382468,12.038693315626002,1.8480011868576904,2.537543832743159,0.7074806666539134
197,Ada,"('_ctd', '_composition')","CTD,CTD",0.7070730568642164,3.1933458035548705,10.1974574210815,1.8476526968352005,2.5322319398179767,0.7243328017848083
198,PLS,"('_geary_autocorrelation', '_distribution')","Autocorrelation,CTD",0.7066771543708867,2.7789135226590784,7.722360366417488,1.8464053727465433,2.2368031271944995,0.7178707832795099
199,Bag,"('_moran_autocorrelation', '_composition')","Autocorrelation,CTD",0.7066648972088669,3.0623018226213734,9.377692452830187,1.8463667958322616,2.5133962264150953,0.7069956544165399
200,SVR,"('_dipeptide_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.7061867556403085,3.178439742442176,10.102479196335883,1.8448638272033109,2.489235110679328,0.7142681945429672
201,Ada,"('_aa_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.7053718777156668,3.042425238475352,9.256351331711803,1.8423108127237329,2.3062189815960425,0.7063683838026279
202,SVR,"('_composition', '_conjoint_triad')","CTD,Conjoint Triad",0.7042425399744269,3.2292856648165333,10.428285904989556,1.8387900543701947,2.5622181803271364,0.7051576228076176
203,PLS,"('_distribution', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.7032159833652905,3.3083923647890097,10.945460039394217,1.8356071720435745,2.6908144497593254,0.7087333475519475
204,RF,"('_moran_autocorrelation', '_transition')","Autocorrelation,CTD",0.7030508999446535,3.4390248206404572,11.826891716981127,1.8350968649937758,2.787113207547168,0.7030510181549576
205,RF,"('_distribution', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.70248028648422,3.0337322520879324,9.20353137735852,1.833336253040532,2.3263207547169857,0.7057792288639938
206,SVR,"('_dipeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.7024520861120735,3.1802245788617065,10.113828371996119,1.8332493729327464,2.476094798943184,0.703306486266839
207,Bag,"('_aa_composition', '_conjoint_triad')","Composition,Conjoint Triad",0.7015792862472238,2.7785366720156564,7.72026603773584,1.8305665305885777,2.173396226415093,0.7016316118430199
208,SVR,"('_tripeptide_composition', '_ctd')","Composition,CTD",0.7015070332359743,2.9683672643336783,8.811204215967804,1.8303449643144007,2.373482498291732,0.7016200295608368
209,Bag,"('_transition', '_distribution')","CTD,CTD",0.7010011166890331,3.0694400571034026,9.42146226415094,1.8287958049456707,2.533018867924527,0.7013441234748057
210,Ada,"('_aa_composition', '_conjoint_triad')","Composition,Conjoint Triad",0.7006866120953379,2.95477900857196,8.730718989497491,1.8278347456123047,2.3330532038215,0.7014008886663967
211,KNN,"('_aa_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.7001672390612661,3.5698781756075717,12.744030188679247,1.82625096347361,2.829433962264152,0.7139190352278137
212,KNN,"('_tripeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.6996686733776963,3.3776189000481183,11.408309433962257,1.8247344978819449,2.583018867924527,0.7318294359353851
213,RF,"('_moran_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6995784269864991,2.992597682080315,8.955640886792473,1.8244604029315656,2.2817169811320794,0.6995803281895279
214,SVR,"('_dipeptide_composition', '_composition')","Composition,CTD",0.6993201575620529,3.081010613322757,9.492626399407476,1.8236766730299432,2.406848839454782,0.6999396448718779
215,Ada,"('_distribution', '_conjoint_triad')","CTD,Conjoint Triad",0.6990871068632996,3.069459847490387,9.421583755355707,1.8229703366537349,2.394366818435919,0.7015603563640381
216,Bag,"('_aa_composition', '_distribution')","Composition,CTD",0.6988567337265503,2.8375983068333324,8.051964150943391,1.8222729215196043,2.19754716981132,0.7042519285818902
217,RF,"('_dipeptide_composition', '_transition')","Composition,CTD",0.6986677872140526,3.7151793958564463,13.802557943396268,1.8217015154604703,2.8533773584905715,0.7035186994633718
218,Ada,"('_ctd', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6986069168217395,3.631302271215661,13.186356184936015,1.821517547593433,2.8538708062148173,0.7235973079140512
219,Ada,"('_dipeptide_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.6985163236841838,3.326078805417876,11.062800219849999,1.8212438521977816,2.6963642636410214,0.7045931383112116
220,SVR,"('_geary_autocorrelation', '_ctd')","Autocorrelation,CTD",0.6984641181839817,3.2963073400272185,10.865642079917318,1.8210861876084488,2.4238426565358884,0.698685774814664
221,KNN,"('_dipeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6982850099223217,3.4076506597460843,11.612083018867919,1.8205455780710904,2.693207547169812,0.7119956103878854
222,SVR,"('_geary_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6979278850152202,2.7975014281932684,7.826014240743379,1.819469089352844,2.2316197660424804,0.7008410343016576
223,SVR,"('_tripeptide_composition', '_transition')","Composition,CTD",0.6977050962618871,3.4386599022989683,11.824381923678748,1.8187984992124369,2.615650916777396,0.6999569808195027
224,Ada,"('_dipeptide_composition', '_distribution')","Composition,CTD",0.697589091443432,3.087306967929207,9.531464314224236,1.8184496202178295,2.4851146612668966,0.6987247925327692
225,KNN,"('_transition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6975718333797338,2.848401074154636,8.113388679245285,1.818397734562704,2.398490566037737,0.6975811966333689
226,RF,"('_dipeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6975003319883835,3.547880486064352,12.58745594339622,1.8181828158937845,2.667566037735848,0.7053398386915459
227,KNN,"('_dipeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.6974448250812931,3.574241178208319,12.775199999999993,1.818016025929157,2.7411320754716977,0.7204887417602692
228,RF,"('_geary_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6966610567234555,2.946719637604076,8.683156622641496,1.8156658083333617,2.16156603773585,0.6970459292541227
229,Bag,"('_ctd', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.696655470263059,3.6073734761217087,13.013143396226425,1.815649089403503,2.8324528301886795,0.696856348282839
230,Ada,"('_composition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6959844997995246,3.3077665868360904,10.941319792989278,1.8136443892663197,2.7079702179093927,0.6960058063343599
231,PLS,"('_seq_order_coupling_number', '_quasi_seq_order')","Quasi-Sequence-Order,Quasi-Sequence-Order",0.6956993191138714,3.2012358481971335,10.247910955782425,1.8127943458399451,2.7801282318404947,0.6966646736689823
232,RF,"('_transition', '_distribution')","CTD,CTD",0.6949109513930731,3.2856429283825435,10.795449452830217,1.810450648157864,2.6272641509434007,0.6987597700092453
233,KNN,"('_dipeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.6948241772558776,3.023134697003495,9.139343396226414,1.8101932367734432,2.423018867924528,0.7473295883569083
234,SVR,"('_conjoint_triad', '_seq_order_coupling_number')","Conjoint Triad,Quasi-Sequence-Order",0.6947661275426034,2.8676998597909336,8.22370248584494,1.8100210963191263,2.0925854551525176,0.7000554001039365
235,KNN,"('_normalized_moreaubroto_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6942962659355132,3.6523799426241266,13.33987924528302,1.8086295751120116,2.74943396226415,0.6950171290655016
236,Ada,"('_aa_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.6940375471540252,3.3152225669036737,10.990700668107383,1.8078647338777307,2.6509499327488646,0.7160093483437582
237,PLS,"('_tripeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6923886139872305,2.7199248911237124,7.3979914133543385,1.8030127454044087,1.963918664006984,0.6937333682251834
238,Ada,"('_tripeptide_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.6922097164801931,3.3899114740984158,11.49149980222409,1.8024886850523745,2.5878868640068977,0.6949101997824187
239,RF,"('_dipeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6921173916437284,2.909832411046615,8.467124660377356,1.8022184084175168,2.152245283018868,0.6932648531172267
240,RF,"('_dipeptide_composition', '_composition')","Composition,CTD",0.6915640315715332,3.3782235506979976,11.41239435849059,1.8006010169464426,2.4631509433962298,0.6917406915449399
241,Bag,"('_geary_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6909340809213858,3.1320868322139948,9.809967924528298,1.7987650520440723,2.4730188679245284,0.691166276841467
242,RF,"('_ctd', '_distribution')","CTD,CTD",0.6908889696255806,3.085697083410172,9.521526490566043,1.7986337924397122,2.6332452830188693,0.6915614468068579
243,KNN,"('_moran_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6903163927228999,3.3300450447403853,11.089199999999995,1.7969702677810648,2.650943396226415,0.7324499607894291
244,Bag,"('_dipeptide_composition', '_tripeptide_composition')","Composition,Composition",0.6900755992153765,2.979046637420187,8.874718867924527,1.796272060652481,2.383207547169812,0.6934152982706008
245,Ada,"('_aa_composition', '_ctd')","Composition,CTD",0.6897484077824148,3.1157877798603524,9.708133489127102,1.7953246362399682,2.5551980155371132,0.6967285231992769
246,SVR,"('_geary_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6897397782219394,3.0944224015757382,9.575449999373756,1.7952996685367877,2.3677942010235764,0.6957943191130607
247,Ada,"('_dipeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.6896212037344379,3.631545417848254,13.188122121894649,1.7949567052352329,2.90247503057876,0.6896308730506251
248,SVR,"('_seq_order_coupling_number', '_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6895290136100752,3.5213293292901606,12.399760245319092,1.7946901914947944,2.7954748759427592,0.6927992708338631
249,Bag,"('_transition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6894975945023505,3.4668217188353765,12.018852830188674,1.7945993886701326,2.5916981132075483,0.6898982195362646
250,KNN,"('_quasi_seq_order', '_amp_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6889759570528929,3.3735720948640298,11.380988679245279,1.7930938409336077,2.7392452830188674,0.7384900060221683
251,RF,"('_normalized_moreaubroto_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6887845642974832,3.41314313173882,11.649546037735881,1.792542393429415,2.6636981132075506,0.6917566863970145
252,Ada,"('_geary_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.6884047421776441,3.546832723085233,12.58002236554821,1.7914495416568017,2.7004572745012783,0.6928813016120289
253,KNN,"('_ctd', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6877461875966162,3.070161940292831,9.42589433962264,1.7895594286217524,2.3694339622641505,0.6914743683182404
254,KNN,"('_normalized_moreaubroto_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6873926885427855,3.444935029647232,11.867577358490568,1.78854731776843,2.8158490566037733,0.6904174977442514
255,RF,"('_aa_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6866646086595539,3.3143281939721225,10.984771377358513,1.7864681356782202,2.568773584905661,0.686773258171022
256,PLS,"('_ctd', '_transition')","CTD,CTD",0.6864368817238452,2.8558963501080386,8.156143962560417,1.7858193017075341,2.299460435481904,0.6870679739183188
257,Ada,"('_tripeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6860749818384667,2.9497874545580234,8.701246027067901,1.784789638357296,2.291257545645477,0.6973290458456167
258,Ada,"('_tripeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6854446187023879,3.133988825557591,9.821885958719847,1.783000398880373,2.521529562526991,0.6868578491266282
259,PLS,"('_moran_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6852786863833454,3.3241184341674423,11.04976336437181,1.7825303061583884,2.767829133849644,0.7155330009285624
260,RF,"('_tripeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.685149354786605,3.4728232547151854,12.060501358490573,1.7821641624428732,2.817169811320756,0.6867977658005023
261,RF,"('_conjoint_triad', '_amp_pseudo_aa_composition')","Conjoint Triad,Pseudo Composition",0.6851470149920029,3.3688021918104916,11.348828207547175,1.7821575404541468,2.6122075471698136,0.6908829351472464
262,Ada,"('_moran_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.6851061716686261,2.964815255342024,8.79012949830879,1.782041959279446,2.3272777387595083,0.6857315061325446
263,Bag,"('_dipeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6849474254222285,3.3769920745684474,11.404075471698107,1.7815929419737877,2.6056603773584905,0.6864160595729165
264,RF,"('_ctd', '_composition')","CTD,CTD",0.6849051539593168,3.061992125003735,9.375795773584887,1.7814734334085054,2.507584905660376,0.6863449291196602
265,SVR,"('_dipeptide_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.6845582419025896,3.5737432041582804,12.771640489267496,1.7804935621513682,2.8739547282110625,0.6851162252157224
266,KNN,"('_aa_composition', '_dipeptide_composition')","Composition,Composition",0.6842262724176705,3.03339525819713,9.201486792452833,1.7795574092877202,2.470566037735849,0.6853103691942759
267,Ada,"('_moran_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.6841164598929841,3.105305542699652,9.64292251352118,1.7792480631939254,2.421487426308873,0.6898263416417951
268,SVR,"('_conjoint_triad', '_quasi_seq_order')","Conjoint Triad,Quasi-Sequence-Order",0.6833433201211998,3.2814294247496023,10.767779069612503,1.7770746554997001,2.6326882745327884,0.6953720582030135
269,PLS,"('_moran_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.6830822639977132,3.146876539503636,9.902831954878376,1.776342585717333,2.6137400586799875,0.6832385727484503
270,SVR,"('_aa_composition', '_transition')","Composition,CTD",0.6819209128039733,3.1731705727736674,10.069011483916766,1.7730967827903072,2.6367553562459336,0.7132278428191674
271,SVR,"('_geary_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6813363059344008,3.6536106696323185,13.348870925251115,1.7714696121636344,2.8722949241142204,0.6814630914252691
272,Bag,"('_geary_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6810761781523578,3.7852377109373054,14.32802452830189,1.7707470219529613,2.8726415094339623,0.68323612493423
273,Ada,"('_normalized_moreaubroto_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6806821854031234,3.1019685147201077,9.622208666314867,1.7696542598330667,2.5056015000163367,0.6894072200907061
274,SVR,"('_geary_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.6806606827916941,3.5937158557523703,12.914793651885992,1.7695946792765205,3.0904488344020384,0.6808128241584507
275,SVR,"('_composition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6805818698916604,3.3230503186282827,11.042663420135534,1.7693763518250518,2.7569570500845435,0.6888479585304355
276,RF,"('_aa_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6804712184173106,3.6204081261647847,13.107355000000007,1.7690699614996213,2.7701698113207582,0.6807989263517236
277,KNN,"('_aa_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6802762665229884,3.202876066028723,10.258415094339627,1.768530533091,2.583396226415095,0.7243698380049762
278,Bag,"('_tripeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6799323213894288,3.232400825135959,10.448415094339627,1.7675800450960135,2.5905660377358504,0.6807128348351819
279,Bag,"('_dipeptide_composition', '_composition')","Composition,CTD",0.6786232290993086,3.150524664302339,9.925805660377367,1.7639763518464933,2.4522641509433973,0.6786237374173979
280,SVR,"('_moran_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.6781415595352402,3.163586642416265,10.008280444074618,1.7626559393081074,2.5473705454848306,0.6918984356424084
281,PLS,"('_composition', '_conjoint_triad')","CTD,Conjoint Triad",0.6776606852622229,3.2393934236634285,10.493669753273867,1.7613406603232435,2.5299114593907386,0.6943960612193982
282,RF,"('_aa_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6773318616571674,3.165640863312152,10.021282075471708,1.760442960880965,2.656415094339623,0.6786149376907509
283,KNN,"('_aa_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6771813400632939,3.4937961189449385,12.206611320754714,1.7600324896020674,2.7011320754716985,0.7213322113384874
284,RF,"('_ctd', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6769213569406292,2.9930754014041425,8.958500358490571,1.7593241932730677,2.4916415094339617,0.6772572588493336
285,Ada,"('_tripeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6767571482737349,2.9550715120607824,8.732447641393199,1.7588772646274544,2.350454946010571,0.6978098650793305
286,SVR,"('_moran_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6761777488007111,2.954452308675392,8.728788444237356,1.7573030231755788,2.2734305175366165,0.6815557218122822
287,Bag,"('_moran_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.6757563596081149,3.1230095547796983,9.753188679245289,1.7561607505775767,2.54867924528302,0.6763733060967496
288,SVR,"('_aa_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6756484630641661,3.77833266148899,14.275797700874474,1.7558686301237934,3.0164721068713303,0.6767246823186731
289,RF,"('_composition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6753486886180252,3.398572669324472,11.550296188679265,1.7550577815432635,2.7072452830188696,0.7122215566917343
290,SVR,"('_dipeptide_composition', '_conjoint_triad')","Composition,Conjoint Triad",0.6751019625156442,3.227976585262244,10.419832835001298,1.7543912635049246,2.5202496616332204,0.6754541221353392
291,KNN,"('_tripeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6736820025715915,3.384418235450937,11.454286792452836,1.7505700196500713,2.8901886792452824,0.6895701336769153
292,RF,"('_normalized_moreaubroto_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6734838820215099,3.7045194427734915,13.723464301886823,1.750038841397609,3.05558490566038,0.6755828651338016
293,SVR,"('_moran_autocorrelation', '_composition')","Autocorrelation,CTD",0.673061572262881,3.5298269340267265,12.45967818418052,1.748908204502978,2.7148012005526376,0.6783264848129036
